1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5577402,29.69848442,0,33.1360817,66,15.2315464,4.242640495,0,24.69817734,4.242640495,0,80.55305481,48.38477707,15.2315464,25.45584393,26.68332863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81184141.4,44728581.27,38580995.19,66962327.39,120589520.1,35252393.71,34455917.33,53962859.58,78375932.76,45120809.51,41407364.71,65979264.57,120810736.3,34011855.96,33598067.31,54483080.39
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5577402,29.69848442,0,33.1360817,66,15.2315464,4.242640495,0,24.69817734,4.242640495,0,80.55305481,48.38477707,15.2315464,25.45584393,26.68332863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55900564.26,32990565.4,32964567.74,59746263.94,104605292.4,30854413.83,25848410.77,38537117.14,56189824.73,31250695.02,33737267.7,62384075.18,102043691.1,30414298.47,26948567.16,37423018.62
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,1115.889368,36.05551147,0,2550,1081.881714,8.485280991,2510.02002,0,36.05551147,1074.8479,0,2567.033203,0,1108.74347,28.63872242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106863376,62051838.71,47305501.44,79539244.99,135588980.8,43866088.56,52813242.13,74199426.76,106004882.9,60854655.54,48193766.3,79254895.52,136164136.8,44294368.05,51716933.18,73318278.67
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65004038.07,31589915.85,30020762.46,60043372.6,106768148.6,28621063.01,25913701.88,39622641.93,65539996.04,31696862.59,34715854.97,59441417.75,100286285,31690253.26,27005339.39,40425138.01
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92447544.43,52400311.7,44582792.83,97804368.78,186353298.3,44331135.43,47924628.55,67073372.22,90889797.32,52624534.37,48655262.36,92366725.09,187120735.3,47078439.96,46416082.36,67814968.81
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68338157.94,40926995.86,35568898.92,64622254.11,120882852.9,31865882.62,33500030.64,47769468.06,68134878.82,39135634.92,36881450.66,66821874.61,118845082.1,32589689.5,32494008.64,47175781.66
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075.140474,1227.537409,26.83281517,2674.058743,149.2626762,1133.75362,8.485280991,2541.015869,145.2854462,12.72792149,1090.068848,161.1061096,2717.625575,60.56408501,1197.657902,112.3653164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60600823.48,34521663.75,36569448.86,62739366.45,100293326.6,34425595.3,31463002.39,40913851.26,59980414.18,34011726.01,35781812.21,63632680.25,101913860.4,33603520.36,30059195.08,40921044.06
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102658410.2,62087792.33,54864744.67,96816650.67,139332291,53996338.66,57674361.45,80251744.93,103501619.1,60144127.73,54055575.91,95991870.29,141934285.4,53856685.46,57772217.37,78842633.53
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176624144.2,116074983.2,102739685.5,193583249.6,297035925.5,94214130.13,97575279.12,137068564.7,176161996.7,113389729.5,106598984.9,192950986,294093147.4,97479689.82,97634362.28,134658550.1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52664549.3,25724314.14,23550126.58,52611197.79,119422420.6,20523586.7,20356110.26,31056470.92,52472874.06,25345992.43,24440536.96,53073225.04,118475777.1,20499977.87,20154731.35,31331884.48
